URLSimilarityIndex,CharContinuationRate,LineOfCode,HasFavicon,Robots,HasDescription,HasSocialNet,HasHiddenFields,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef
100.0,0.769230769,1553.0,0,1,1,1,1,1,63.0,0,11.0,111,133
100.0,0.526315789,607.0,0,0,1,1,1,1,5.0,3,19.0,62,14
10.70258146,0.85,466.0,1,0,0,0,0,0,0.0,2,7.0,0,0
100.0,0.909090909,962.0,0,1,0,1,1,1,6.0,5,9.0,90,92
100.0,0.523809524,3164.5,1,1,1,1,1,0,72.5,20,35.0,220,141
73.33812433,0.555555556,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
66.69538462,0.80952381,173.0,1,0,0,0,1,0,19.0,3,9.0,1,4
100.0,1.0,1325.0,0,0,0,1,0,1,39.0,2,3.0,80,87
52.07756233,0.533333333,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,0,0,1,0,0,41.0,3,8.0,82,113
48.93836322,1.0,35.0,0,1,0,0,0,0,0.0,0,1.0,0,0
49.3068683,0.526315789,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,2448.0,1,0,1,1,1,0,22.0,4,16.0,182,13
100.0,1.0,167.0,0,1,1,1,0,1,14.0,2,3.0,13,5
100.0,1.0,836.0,1,0,1,0,0,0,5.0,1,1.0,32,13
49.38560977,0.65625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
69.51172626,1.0,4.0,0,0,0,0,0,0,0.0,0,0.0,0,1
38.39841819,0.473684211,112.0,1,0,0,1,0,1,1.0,2,0.0,0,0
100.0,1.0,2388.0,1,1,1,1,1,1,72.5,20,28.0,220,141
76.32051743,0.764705882,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
50.6122449,0.6,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1523.0,0,1,1,0,1,1,2.0,5,10.0,7,16
40.93567251,1.0,33.0,0,1,0,0,0,0,0.0,0,1.0,0,0
100.0,0.833333333,208.0,1,0,1,0,0,1,4.0,5,9.0,1,12
100.0,0.769230769,624.0,0,0,1,1,0,1,31.0,10,16.0,56,60
100.0,1.0,3038.0,1,0,1,1,1,1,72.5,7,20.0,85,19
100.0,1.0,680.0,1,1,0,1,1,1,18.0,15,20.0,63,66
100.0,1.0,638.0,0,0,0,1,1,1,19.0,11,21.0,108,111
100.0,1.0,1247.0,1,1,1,1,0,1,70.0,1,18.0,93,130
23.31182796,0.884615385,229.0,0,0,0,0,0,0,0.0,0,2.0,0,1
100.0,1.0,855.0,1,0,1,1,0,1,31.0,13,13.0,6,26
100.0,0.692307692,634.0,1,1,0,0,1,0,11.0,8,5.0,74,80
66.39118457,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,236.0,1,0,1,1,0,1,5.0,2,6.0,28,31
18.38431373,0.380952381,95.0,0,1,0,0,0,0,0.0,2,0.0,2,1
43.63076923,0.571428571,5.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1536.0,0,1,1,1,0,1,53.0,6,13.0,22,42
100.0,1.0,2938.0,1,0,1,1,0,0,37.0,9,22.0,90,59
100.0,1.0,1712.0,1,1,1,1,0,1,43.0,20,37.0,186,141
55.28492647,0.923076923,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,843.0,1,0,1,1,1,0,14.0,3,16.0,61,35
40.85714286,0.611111111,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.571428571,866.0,1,0,1,1,1,1,20.0,1,13.0,59,33
100.0,1.0,1426.0,0,1,1,1,0,0,24.0,3,7.0,0,25
100.0,1.0,3104.0,1,0,1,1,1,1,72.5,8,35.0,150,37
12.81024931,0.5,212.0,0,0,0,0,0,1,1.0,0,0.0,1,1
79.72789116,1.0,91.0,1,0,0,0,0,0,4.0,5,10.0,0,0
100.0,1.0,490.0,0,1,1,0,1,1,5.0,9,13.0,42,47
100.0,0.545454545,3164.5,1,1,0,1,1,1,61.0,6,10.0,45,45
42.23487845,0.526315789,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
72.96398892,0.733333333,108.0,0,0,0,0,0,0,0.0,1,2.0,1,2
100.0,1.0,3108.0,1,0,1,1,1,1,53.0,8,15.0,203,141
53.96121884,0.8125,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
21.99546485,0.285714286,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,0.882352941,1286.0,1,1,0,0,0,1,72.5,10,10.0,184,141
100.0,1.0,1320.0,1,0,1,1,0,1,72.5,7,15.0,63,36
52.25726654,0.764705882,49.0,0,0,0,0,0,0,0.0,0,2.0,0,0
100.0,1.0,1449.0,1,1,1,1,1,1,25.0,20,28.0,3,63
82.36914601,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,1515.0,0,1,1,1,1,1,72.5,13,24.0,121,141
100.0,1.0,2538.0,1,0,0,1,0,1,43.0,3,5.0,161,141
100.0,1.0,1755.0,1,1,1,1,0,1,53.0,7,4.0,34,64
89.6868807,0.72,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
32.36923077,0.5,120.0,0,0,0,0,0,0,0.0,0,0.0,1,3
100.0,1.0,1682.0,1,0,1,1,1,1,53.0,20,10.0,3,141
100.0,1.0,1992.0,1,0,0,1,1,1,42.0,4,13.0,94,51
60.84558824,0.923076923,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1033.0,1,0,1,1,0,1,72.5,7,12.0,68,10
100.0,1.0,832.0,0,0,0,1,1,0,8.0,14,11.0,26,1
100.0,1.0,933.0,0,1,1,0,0,1,16.0,15,22.0,71,73
100.0,1.0,367.0,0,0,0,0,0,1,1.0,1,4.0,52,2
100.0,1.0,2892.0,0,0,1,1,1,1,29.0,11,21.0,220,23
100.0,0.666666667,234.0,0,0,0,1,0,0,9.0,4,6.0,16,29
100.0,1.0,134.0,1,0,0,1,0,1,7.0,16,3.0,1,1
4.630420201,0.35443038,12.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.8,665.0,1,0,0,1,1,1,12.0,20,14.0,64,16
100.0,1.0,1902.0,1,0,1,1,0,0,22.0,2,13.0,109,19
100.0,1.0,3164.5,1,0,1,1,1,1,9.0,5,37.5,112,57
100.0,0.529411765,833.0,0,0,1,1,0,1,72.5,1,15.0,120,41
70.90909091,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
28.05325987,0.634146341,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
74.1046832,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
71.07438017,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,487.0,0,1,0,0,0,1,18.0,20,30.0,91,82
100.0,1.0,393.0,0,0,0,1,0,1,21.0,2,9.0,50,77
54.54545455,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
64.36363636,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
82.36914601,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,840.0,0,0,1,1,1,0,13.0,1,0.0,7,124
51.77777778,1.0,181.0,0,0,0,0,1,0,1.0,8,4.0,0,2
28.24321329,0.3,9.0,0,0,0,0,0,0,0.0,0,1.0,0,0
100.0,0.555555556,217.0,0,0,0,0,0,1,37.0,3,7.0,49,16
100.0,1.0,3164.5,0,1,0,1,0,0,72.5,20,26.0,220,93
51.85595568,0.8,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.714285714,245.0,1,0,1,1,0,1,11.0,1,2.0,2,5
100.0,1.0,2799.0,1,1,1,1,1,1,72.5,5,5.0,59,71
100.0,1.0,370.0,1,0,1,1,1,1,39.0,10,5.0,30,37
100.0,1.0,1023.0,1,0,0,0,0,1,72.5,2,1.0,54,13
79.38095238,1.0,64.0,0,1,1,0,0,0,0.0,2,8.0,3,1
100.0,1.0,3164.5,0,1,0,1,1,1,8.0,20,16.0,36,40
23.03087902,0.733333333,5.0,0,0,0,0,0,0,0.0,0,0.0,0,0
23.86056345,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
35.04510264,0.307692308,82.0,0,0,0,0,0,0,1.0,1,0.0,1,2
2.437916708,0.4,11.0,0,0,0,0,0,0,0.0,0,0.0,0,1
36.07275915,0.642857143,12.0,0,0,0,0,0,0,0.0,0,0.0,1,0
66.69538462,0.80952381,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,3164.5,0,0,1,1,0,1,11.0,10,31.0,129,61
100.0,1.0,279.0,1,0,0,0,1,1,5.0,8,10.0,7,16
100.0,1.0,2338.0,1,1,1,1,1,1,40.0,20,37.5,209,141
41.97732426,0.35483871,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,2598.0,0,0,1,1,0,1,72.5,16,28.0,203,141
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,9,36.0,220,95
45.26190476,0.352941176,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
63.47998415,0.72,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,940.0,1,1,1,1,0,0,33.0,14,19.0,79,108
100.0,1.0,694.0,0,0,0,0,0,1,11.0,1,17.0,48,49
100.0,1.0,304.0,1,0,0,1,0,0,65.0,0,2.0,1,37
77.88461538,1.0,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,693.0,1,1,1,0,0,1,11.0,8,13.0,0,106
61.14359974,0.714285714,2.0,0,0,0,0,0,0,1.0,1,1.0,0,1
100.0,1.0,2729.0,1,1,1,1,1,1,62.0,20,21.0,114,133
100.0,1.0,3164.5,1,0,1,0,1,1,26.0,20,33.0,122,24
60.84558824,0.923076923,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
45.88660038,0.655172414,30.0,0,0,0,0,0,0,1.0,1,0.0,0,2
66.72,0.80952381,271.0,1,0,0,0,1,0,19.0,3,9.0,1,4
100.0,1.0,887.0,1,0,0,1,1,1,16.0,1,21.0,80,8
80.13605442,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
2.637033917,0.21052631499999996,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,573.0,0,1,0,1,1,1,50.0,8,6.0,27,39
100.0,1.0,874.0,0,0,0,1,0,1,35.0,3,7.0,31,25
100.0,1.0,2245.0,0,1,1,0,1,1,50.0,9,16.0,114,115
100.0,1.0,829.0,1,1,1,1,0,0,32.0,6,12.0,66,76
100.0,1.0,1333.0,0,1,0,0,1,1,20.0,5,9.0,111,112
32.404258,1.0,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,282.0,1,1,1,1,0,1,34.0,4,5.0,2,67
66.86312456,0.541666667,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
32.48293209,0.9,53.0,0,0,1,0,1,0,3.0,1,0.0,0,0
100.0,1.0,1004.0,1,0,1,1,1,1,19.0,6,18.0,64,14
100.0,0.64,1890.0,0,1,1,0,1,1,28.0,20,37.5,115,120
22.32784314,0.428571429,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
44.76190476,0.7,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.526315789,636.0,1,1,1,0,1,1,26.0,3,4.0,106,123
100.0,0.75,841.0,1,0,0,1,1,1,23.0,1,20.0,22,59
100.0,1.0,1360.0,0,0,1,1,0,1,10.0,4,15.0,100,22
100.0,1.0,1290.0,0,1,1,1,1,1,47.0,20,29.0,0,22
37.84761192,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,313.0,1,0,1,1,0,0,9.0,2,19.0,1,32
100.0,1.0,1240.0,0,0,1,1,1,0,29.0,18,16.0,81,10
100.0,0.666666667,1140.0,0,0,1,1,0,1,28.0,20,22.0,90,141
100.0,1.0,2106.0,1,1,1,1,1,1,69.0,17,30.0,143,141
100.0,1.0,863.0,0,1,1,0,1,0,7.0,7,5.0,15,6
22.33401033,0.833333333,36.0,0,1,0,0,1,0,0.0,0,0.0,0,0
100.0,1.0,996.0,1,0,0,1,1,0,9.0,1,2.0,43,52
38.40665874,0.5,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
85.12256974,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
36.54480287,0.423076923,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.785714286,1440.0,1,0,1,1,1,1,72.5,1,8.0,178,35
51.35023706,0.611111111,30.0,0,0,0,0,0,0,1.0,1,0.0,0,2
62.9177147,0.631578947,30.0,0,0,0,0,0,0,1.0,1,0.0,0,2
100.0,1.0,3164.5,1,0,1,0,1,1,43.0,4,25.0,83,13
18.61394696,1.0,124.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.904761905,317.0,1,0,1,1,0,1,6.0,14,17.0,41,48
53.55155836,0.448275862,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
69.23076923,1.0,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,591.0,1,0,0,1,1,1,14.0,15,11.0,60,46
100.0,0.894736842,1106.0,1,1,0,1,0,1,72.5,5,12.0,102,103
100.0,0.647058824,2457.0,0,0,1,1,1,0,6.0,9,21.0,65,58
100.0,1.0,146.0,1,0,0,1,0,1,2.0,4,1.0,12,3
100.0,1.0,3164.5,0,0,0,1,1,1,72.5,20,34.0,220,101
36.78963415,0.361111111,92.0,0,1,0,0,0,0,0.0,2,0.0,4,3
100.0,1.0,841.0,1,0,1,1,1,1,17.0,1,7.0,40,5
100.0,1.0,740.0,0,1,0,1,0,1,24.0,12,16.0,90,104
77.02991453,0.666666667,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.7,1529.0,1,1,0,0,1,1,28.0,2,2.0,69,36
49.0,0.625,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
22.33401033,0.833333333,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,3164.5,0,1,1,1,1,1,72.5,14,37.5,220,141
51.32641292,0.583333333,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1671.0,0,0,0,1,0,1,72.5,6,4.0,0,141
100.0,1.0,1212.0,0,1,0,1,1,1,16.0,12,32.0,104,141
100.0,1.0,228.0,1,0,1,0,0,0,4.0,3,4.0,3,3
52.02216066,0.666666667,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,0.75,1512.0,1,0,1,1,0,1,62.0,4,7.0,106,99
100.0,1.0,213.0,1,0,1,0,1,0,1.0,1,3.0,15,20
100.0,1.0,1306.0,0,1,0,0,0,1,27.0,8,16.0,161,10
100.0,1.0,2613.0,1,0,1,1,1,1,14.0,2,7.0,220,31
100.0,1.0,1051.0,0,0,0,0,0,1,0.0,3,10.0,116,4
100.0,1.0,1213.0,1,1,1,1,1,1,14.0,6,17.0,188,20
84.3537415,0.727272727,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2183.0,0,1,0,1,1,1,41.0,5,11.0,117,129
100.0,1.0,709.0,0,1,1,1,1,1,28.0,15,31.0,64,53
53.69406868,0.576923077,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
61.87658495,1.0,4.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1351.0,1,0,1,1,1,1,18.0,5,11.0,206,19
100.0,1.0,899.0,0,1,1,0,1,1,27.0,13,15.0,75,77
100.0,1.0,907.0,1,0,1,1,0,1,21.0,1,1.0,220,141
100.0,1.0,629.0,1,1,1,1,0,1,12.0,13,13.0,54,63
100.0,1.0,410.0,1,0,1,0,0,1,8.0,0,2.0,85,1
22.32784314,0.551724138,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
54.37699435,0.52,141.0,0,0,0,0,0,0,4.0,0,0.0,0,3
61.51388889,0.421052632,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,2993.0,1,0,1,1,1,1,41.0,5,9.0,220,94
36.68191414,0.875,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,343.0,0,0,1,0,0,1,4.0,5,9.0,53,11
100.0,1.0,3164.5,1,0,1,1,1,1,17.0,7,13.0,14,27
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,20,27.0,220,141
100.0,1.0,1105.0,0,1,0,0,1,1,58.0,7,12.0,183,141
100.0,1.0,751.0,0,0,1,1,0,0,6.0,4,4.0,11,18
100.0,1.0,1573.0,1,0,1,1,1,0,37.0,1,20.0,90,108
100.0,1.0,3164.5,1,0,1,1,0,1,72.5,4,16.0,176,141
100.0,1.0,1862.0,1,0,1,1,1,0,72.5,2,8.0,199,33
100.0,1.0,1493.0,0,0,1,1,1,0,23.0,6,13.0,73,5
37.27598566,0.5,2.0,0,0,0,0,0,0,1.0,1,1.0,0,1
100.0,0.571428571,501.0,0,0,0,0,1,1,32.0,4,18.0,5,31
100.0,0.666666667,2130.0,1,0,1,1,1,1,16.0,8,11.0,220,51
52.57352941,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,494.0,1,1,0,1,0,0,5.0,11,10.0,81,97
100.0,1.0,2337.0,1,0,0,1,1,1,40.0,4,13.0,61,14
30.09546472,0.5,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
77.51786875,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2497.0,1,0,0,0,0,0,26.0,3,5.0,168,141
40.55555556,0.545454545,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.75,1314.0,0,1,0,1,1,1,13.0,15,17.0,115,124
100.0,1.0,1368.0,1,0,1,1,1,1,68.0,20,37.5,107,61
34.2624102,0.448275862,4.0,1,0,0,0,0,0,0.0,1,1.0,0,0
100.0,0.75,913.0,0,0,1,0,1,1,66.0,5,5.0,0,12
70.74829932,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,556.0,1,0,1,1,0,0,72.5,19,4.0,2,36
36.92540377,0.6,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
82.81430219,1.0,14.0,0,0,1,0,0,0,0.0,0,2.0,0,0
100.0,1.0,480.0,1,0,0,1,1,1,32.0,8,16.0,58,8
70.34013605,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
64.04864976,0.277777778,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1766.0,1,1,1,1,1,1,50.0,20,27.0,137,127
72.75641026,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,539.0,1,1,1,1,1,1,13.0,13,37.5,62,77
100.0,1.0,3164.5,0,1,0,1,0,0,43.0,7,12.0,100,109
28.88227487,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2570.0,1,0,1,0,1,1,0.0,10,17.0,78,25
14.50363695,0.538461538,90.0,0,1,0,0,1,0,0.0,2,0.0,2,2
48.19483902,0.464285714,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,0,1,1,0,1,70.0,4,17.0,186,141
100.0,1.0,2410.0,1,0,1,1,1,1,72.5,1,7.0,197,37
100.0,1.0,319.0,0,1,1,1,0,1,13.0,1,3.0,1,41
11.66660661,1.0,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
49.64262508,0.785714286,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,3164.5,0,1,0,0,1,1,72.5,1,2.0,220,141
100.0,1.0,1289.0,0,0,1,1,0,0,17.0,1,20.0,56,14
28.50756082,0.727272727,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1385.0,1,0,1,1,0,1,72.5,2,11.0,44,54
100.0,1.0,3164.5,0,0,1,1,1,1,42.0,6,10.0,61,61
100.0,1.0,249.0,1,0,1,0,1,0,2.0,3,3.0,14,4
100.0,0.714285714,1511.0,0,1,1,1,1,0,50.0,16,30.0,78,78
100.0,0.5625,375.0,1,0,1,1,0,0,3.0,4,8.0,28,0
42.23537147,0.47826087,12.0,0,0,0,0,0,0,0.0,0,0.0,0,0
39.05091448,0.633333333,42.0,1,0,0,0,0,1,3.0,0,0.0,0,6
41.27012311,0.892857143,156.0,0,0,0,0,0,0,4.0,0,0.0,0,6
100.0,0.625,1480.0,0,1,1,1,1,0,44.0,18,23.0,195,141
43.63706267,0.692307692,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,384.0,0,1,1,0,0,1,7.0,7,21.0,34,6
100.0,0.666666667,980.0,1,1,0,1,1,1,26.0,10,21.0,74,86
100.0,1.0,503.0,1,0,0,1,1,1,11.0,20,36.0,36,32
73.7414966,0.75,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,426.0,0,0,1,1,1,1,15.0,14,20.0,0,5
100.0,1.0,1052.0,0,0,1,1,1,1,35.0,0,18.0,97,23
13.65699512,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
46.12244898,1.0,5.0,0,0,0,0,0,0,0.0,0,0.0,0,1
54.54545455,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1700.0,0,1,0,1,1,1,27.0,20,36.0,104,115
60.66666667,0.363636364,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,879.0,1,0,1,1,1,1,8.0,20,37.5,40,16
100.0,1.0,606.0,0,0,0,1,0,1,15.0,1,19.0,31,28
14.04405828,0.352941176,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1432.0,1,1,0,1,0,1,39.0,17,20.0,167,141
100.0,0.85,1254.0,1,0,1,1,1,1,18.0,2,10.0,70,25
100.0,1.0,3064.0,0,0,1,1,0,0,72.5,2,4.0,125,12
100.0,0.6,1022.0,0,1,0,1,1,1,34.0,11,15.0,120,124
100.0,1.0,3164.5,0,1,0,1,1,1,72.5,3,5.0,220,43
41.99490496,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
47.59570992,0.769230769,25.0,1,0,0,0,1,1,0.0,1,1.0,0,3
64.93055556,0.8,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
37.94303573,1.0,201.0,0,0,0,0,1,0,3.0,2,6.0,0,0
100.0,1.0,1226.0,1,0,0,1,1,1,9.0,3,12.0,57,62
22.0384709,0.44,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
66.52307692,0.571428571,36.0,0,0,0,0,0,0,1.0,0,0.0,0,1
100.0,1.0,1864.0,1,0,0,1,0,0,12.0,5,6.0,220,141
100.0,0.875,786.0,0,1,1,1,0,1,20.0,11,21.0,67,45
22.32421875,1.0,1712.0,0,1,0,0,0,0,0.0,0,1.0,0,1
72.17630854,1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,1966.0,1,1,1,1,1,1,33.0,2,21.0,70,19
57.02380952,0.6,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,528.0,1,0,1,1,1,1,8.0,3,4.0,3,106
76.79012346,1.0,67.0,1,0,0,0,1,1,0.0,1,3.0,1,3
100.0,1.0,1500.0,0,1,1,1,1,1,58.0,20,13.0,220,141
100.0,1.0,3164.5,1,0,1,1,1,1,72.5,5,8.0,220,119
100.0,1.0,864.0,0,1,0,1,1,1,24.0,20,21.0,60,75
100.0,1.0,2021.0,1,1,1,1,0,0,10.0,20,30.0,59,30
100.0,0.666666667,2014.0,1,0,1,1,0,1,41.0,20,27.0,112,5
81.62393162,0.555555556,135.0,1,0,0,1,1,0,0.0,3,3.0,3,10
39.64241344,1.0,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,853.0,1,0,0,1,1,1,17.0,2,5.0,86,7
100.0,1.0,131.0,1,0,1,0,0,1,1.0,0,1.0,1,4
73.03443795,0.8125,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3156.0,1,1,1,1,0,1,63.0,7,6.0,121,49
88.51102941,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
57.82312925,0.875,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,375.0,0,0,1,1,0,1,16.0,8,17.0,54,20
100.0,1.0,502.0,1,1,0,1,0,1,59.0,7,7.0,75,83
58.22222222,0.7,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1398.0,0,0,0,1,1,0,13.0,2,9.0,220,24
100.0,1.0,219.0,0,0,1,1,0,1,13.0,1,6.0,48,52
38.08950979,0.416666667,416.0,0,0,0,0,0,0,2.0,3,1.0,0,3
26.31578947,0.476190476,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
59.31972789,0.666666667,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,741.0,1,1,1,0,0,1,24.0,20,33.0,72,14
100.0,1.0,2641.0,0,1,0,1,1,1,57.0,11,19.0,220,141
100.0,0.842105263,3164.5,1,0,1,1,1,1,72.5,2,37.5,220,141
100.0,1.0,1897.0,1,0,1,1,1,1,72.5,3,24.0,108,11
100.0,1.0,2401.0,1,1,1,1,1,1,34.0,4,11.0,137,141
100.0,0.941176471,1514.0,0,1,1,1,1,1,35.0,20,37.0,150,141
60.09365245,0.481481481,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
21.78442081,0.403846154,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
12.47686042,0.220588235,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1632.0,1,0,1,1,1,1,9.0,2,6.0,57,28
100.0,0.5,972.0,1,0,1,1,0,1,41.0,2,8.0,104,79
33.33333333,0.666666667,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,584.0,0,0,0,0,0,1,42.0,4,3.0,4,4
100.0,1.0,272.0,0,1,1,1,0,1,0.0,8,2.0,15,6
49.38560977,0.65625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,926.0,1,0,1,1,1,1,3.0,5,13.0,125,112
100.0,1.0,3164.5,0,0,1,1,1,1,65.0,20,37.5,81,85
100.0,1.0,1891.0,1,1,0,1,1,1,41.0,20,26.0,175,141
36.61221591,0.607142857,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,0.625,639.0,0,0,1,1,1,0,39.0,3,8.0,65,49
24.93413784,1.0,475.0,1,0,0,0,1,1,7.0,3,3.0,0,0
69.84126984,1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1496.0,1,1,1,1,1,1,32.0,4,21.0,91,16
100.0,1.0,2753.0,0,0,1,1,1,1,40.0,4,26.0,167,54
100.0,0.785714286,1139.0,1,0,0,1,1,1,8.0,7,16.0,220,141
44.19954649,1.0,153.0,1,0,0,0,0,0,3.0,4,1.0,0,13
49.14933837,0.55,311.0,0,0,0,0,0,0,10.0,0,0.0,0,2
100.0,1.0,1551.0,1,1,1,1,0,1,31.0,11,14.0,220,82
49.38560977,0.65625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
35.25686553,0.3,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
32.79387355,0.47826087,408.0,1,0,0,0,1,1,4.0,5,2.0,0,7
10.98009683,0.901639344,129.0,0,1,0,0,0,0,1.0,0,1.0,3,0
28.54144107,0.272727273,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
58.33795014,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
35.79296816,0.227272727,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
